"region","region_cd","year","agecat","pops","props"
"강원도 횡성군","4273000000",2019,"g2o15",29786,0.639527643585615
"강원도 횡성군","4273000000",2019,"g3o65",12989,0.278883521202362
"강원도 영월군","4275000000",2008,"g1u14",5110,0.127111265888908
"강원도 영월군","4275000000",2008,"g2o15",26758,0.665605333200667
"강원도 영월군","4275000000",2008,"g3o65",8333,0.207283400910425
"강원도 영월군","4275000000",2009,"g1u14",4903,0.121768285111139
"강원도 영월군","4275000000",2009,"g2o15",26815,0.665962995157084
"강원도 영월군","4275000000",2009,"g3o65",8547,0.212268719731777
"강원도 영월군","4275000000",2010,"g1u14",4671,0.11559878238919
"강원도 영월군","4275000000",2010,"g2o15",26992,0.668003068775212
"강원도 영월군","4275000000",2010,"g3o65",8744,0.216398148835598
"강원도 영월군","4275000000",2011,"g1u14",4462,0.110997786014577
"강원도 영월군","4275000000",2011,"g2o15",26847,0.667852434140153
"강원도 영월군","4275000000",2011,"g3o65",8890,0.22114977984527
"강원도 영월군","4275000000",2012,"g1u14",4264,0.106188519486988
"강원도 영월군","4275000000",2012,"g2o15",26771,0.666691570165608
"강원도 영월군","4275000000",2012,"g3o65",9120,0.227119910347404
"강원도 영월군","4275000000",2013,"g1u14",4098,0.102067247820672
"강원도 영월군","4275000000",2013,"g2o15",26661,0.664034869240349
"강원도 영월군","4275000000",2013,"g3o65",9391,0.233897882938979
"강원도 영월군","4275000000",2014,"g1u14",3872,0.0963399766116792
"강원도 영월군","4275000000",2014,"g2o15",26717,0.664750814859048
"강원도 영월군","4275000000",2014,"g3o65",9602,0.238909208529273
"강원도 영월군","4275000000",2015,"g1u14",3652,0.0908096280087527
"강원도 영월군","4275000000",2015,"g2o15",26782,0.665953849214243
"강원도 영월군","4275000000",2015,"g3o65",9782,0.243236522777004
"강원도 영월군","4275000000",2016,"g1u14",3483,0.0869163776108602
"강원도 영월군","4275000000",2016,"g2o15",26675,0.665660170189404
"강원도 영월군","4275000000",2016,"g3o65",9915,0.247423452199735
"강원도 영월군","4275000000",2017,"g1u14",3338,0.0833104549878953
"강원도 영월군","4275000000",2017,"g2o15",26355,0.657773229840018
"강원도 영월군","4275000000",2017,"g3o65",10374,0.258916315172087
"강원도 영월군","4275000000",2018,"g1u14",3164,0.0796375534860307
"강원도 영월군","4275000000",2018,"g2o15",25897,0.651824817518248
"강원도 영월군","4275000000",2018,"g3o65",10669,0.268537628995721
"강원도 영월군","4275000000",2019,"g1u14",2970,0.0759066629181895
"강원도 영월군","4275000000",2019,"g2o15",25133,0.642344161320827
"강원도 영월군","4275000000",2019,"g3o65",11024,0.281749175760983
"강원도 평창군","4276000000",2008,"g1u14",5990,0.137052120990253
"강원도 평창군","4276000000",2008,"g2o15",29757,0.680844735276621
"강원도 평창군","4276000000",2008,"g3o65",7959,0.182103143733126
"강원도 평창군","4276000000",2009,"g1u14",5790,0.132694687628913
"강원도 평창군","4276000000",2009,"g2o15",29674,0.680066003575194
"강원도 평창군","4276000000",2009,"g3o65",8170,0.187239308795893
"강원도 평창군","4276000000",2010,"g1u14",5576,0.127825409197194
"강원도 평창군","4276000000",2010,"g2o15",29576,0.678006510476365
"강원도 평창군","4276000000",2010,"g3o65",8470,0.194168080326441
"강원도 평창군","4276000000",2011,"g1u14",5360,0.123000665488675
"강원도 평창군","4276000000",2011,"g2o15",29532,0.677696950226037
"강원도 평창군","4276000000",2011,"g3o65",8685,0.199302384285288
"강원도 평창군","4276000000",2012,"g1u14",5187,0.11889426272721
"강원도 평창군","4276000000",2012,"g2o15",29448,0.674994842643317
"강원도 평창군","4276000000",2012,"g3o65",8992,0.206110894629473
"강원도 평창군","4276000000",2013,"g1u14",4918,0.112627673704942
"강원도 평창군","4276000000",2013,"g2o15",29430,0.673979755416113
"강원도 평창군","4276000000",2013,"g3o65",9318,0.213392570878945
"강원도 평창군","4276000000",2014,"g1u14",4705,0.107764544205222
"강원도 평창군","4276000000",2014,"g2o15",29425,0.673957856161246
"강원도 평창군","4276000000",2014,"g3o65",9530,0.218277599633532
"강원도 평창군","4276000000",2015,"g1u14",4359,0.100206896551724
"강원도 평창군","4276000000",2015,"g2o15",29447,0.676942528735632
"강원도 평창군","4276000000",2015,"g3o65",9694,0.222850574712644
"강원도 평창군","4276000000",2016,"g1u14",4157,0.0959647259799621
"강원도 평창군","4276000000",2016,"g2o15",29324,0.676947227480493
"강원도 평창군","4276000000",2016,"g3o65",9837,0.227088046539545
"강원도 평창군","4276000000",2017,"g1u14",3928,0.0911538104520561
"강원도 평창군","4276000000",2017,"g2o15",28765,0.667525294718277
"강원도 평창군","4276000000",2017,"g3o65",10399,0.241320894829667
"강원도 평창군","4276000000",2018,"g1u14",3689,0.0865759211452711
"강원도 평창군","4276000000",2018,"g2o15",28246,0.662896033794884
"강원도 평창군","4276000000",2018,"g3o65",10675,0.250528045059845
"강원도 평창군","4276000000",2019,"g1u14",3435,0.0815798223531088
"강원도 평창군","4276000000",2019,"g2o15",27471,0.65242483256543
"강원도 평창군","4276000000",2019,"g3o65",11200,0.265995345081461
"강원도 정선군","4277000000",2008,"g1u14",5185,0.12563909956626
"강원도 정선군","4277000000",2008,"g2o15",28815,0.698223848409218
"강원도 정선군","4277000000",2008,"g3o65",7269,0.176137052024522
"강원도 정선군","4277000000",2009,"g1u14",4990,0.122580328191019
"강원도 정선군","4277000000",2009,"g2o15",28266,0.694359830991451
"강원도 정선군","4277000000",2009,"g3o65",7452,0.18305984081753
"강원도 정선군","4277000000",2010,"g1u14",4812,0.117237178706298
"강원도 정선군","4277000000",2010,"g2o15",28332,0.690266780363016
"강원도 정선군","4277000000",2010,"g3o65",7901,0.192496040930686
"강원도 정선군","4277000000",2011,"g1u14",4539,0.112963838630198
"강원도 정선군","4277000000",2011,"g2o15",27664,0.688484607152634
"강원도 정선군","4277000000",2011,"g3o65",7978,0.198551554217167
"강원도 정선군","4277000000",2012,"g1u14",4408,0.110434673681573
"강원도 정선군","4277000000",2012,"g2o15",27322,0.684504572215959
"강원도 정선군","4277000000",2012,"g3o65",8185,0.205060754102468
"강원도 정선군","4277000000",2013,"g1u14",4279,0.107015130674003
"강원도 정선군","4277000000",2013,"g2o15",27203,0.680330123796424
"강원도 정선군","4277000000",2013,"g3o65",8503,0.212654745529574
"강원도 정선군","4277000000",2014,"g1u14",4034,0.102320862396956
"강원도 정선군","4277000000",2014,"g2o15",26682,0.676778693722257
"강원도 정선군","4277000000",2014,"g3o65",8709,0.220900443880786
"강원도 정선군","4277000000",2015,"g1u14",3839,0.0979411689670128
"강원도 정선군","4277000000",2015,"g2o15",26486,0.675714978187106
"강원도 정선군","4277000000",2015,"g3o65",8872,0.226343852845881
"강원도 정선군","4277000000",2016,"g1u14",3641,0.0940389482927837
"강원도 정선군","4277000000",2016,"g2o15",26069,0.67330440621933
"강원도 정선군","4277000000",2016,"g3o65",9008,0.232656645487887
"강원도 정선군","4277000000",2017,"g1u14",3443,0.0901946401907107
"강원도 정선군","4277000000",2017,"g2o15",25401,0.665417965577764
"강원도 정선군","4277000000",2017,"g3o65",9329,0.244387394231525
"강원도 정선군","4277000000",2018,"g1u14",3283,0.0870822281167109
"강원도 정선군","4277000000",2018,"g2o15",24909,0.660716180371353
"강원도 정선군","4277000000",2018,"g3o65",9508,0.252201591511936
"강원도 정선군","4277000000",2019,"g1u14",3130,0.0839795014890934
"강원도 정선군","4277000000",2019,"g2o15",24304,0.652088755332564
"강원도 정선군","4277000000",2019,"g3o65",9837,0.263931743178342
"강원도 철원군","4278000000",2008,"g1u14",7941,0.166394267035454
"강원도 철원군","4278000000",2008,"g2o15",32482,0.680621909311877
"강원도 철원군","4278000000",2008,"g3o65",7301,0.15298382365267
"강원도 철원군","4278000000",2009,"g1u14",7732,0.162201850259078
"강원도 철원군","4278000000",2009,"g2o15",32337,0.678365394700959
"강원도 철원군","4278000000",2009,"g3o65",7600,0.159432755039963
"강원도 철원군","4278000000",2010,"g1u14",7583,0.154982831916285
"강원도 철원군","4278000000",2010,"g2o15",33379,0.682206507521256
"강원도 철원군","4278000000",2010,"g3o65",7966,0.162810660562459
"강원도 철원군","4278000000",2011,"g1u14",7268,0.151152150403461
"강원도 철원군","4278000000",2011,"g2o15",32673,0.679498377838782
"강원도 철원군","4278000000",2011,"g3o65",8143,0.169349471757757
"강원도 철원군","4278000000",2012,"g1u14",7153,0.149120246831221
"강원도 철원군","4278000000",2012,"g2o15",32336,0.674116077384923
"강원도 철원군","4278000000",2012,"g3o65",8479,0.176763675783856
"강원도 철원군","4278000000",2013,"g1u14",6826,0.143786994712784
"강원도 철원군","4278000000",2013,"g2o15",31934,0.672677100667748
"강원도 철원군","4278000000",2013,"g3o65",8713,0.183535904619468
"강원도 철원군","4278000000",2014,"g1u14",6575,0.138159277159067
"강원도 철원군","4278000000",2014,"g2o15",32116,0.674847657070813
"강원도 철원군","4278000000",2014,"g3o65",8899,0.18699306577012
"강원도 철원군","4278000000",2015,"g1u14",6178,0.126600954937601
"강원도 철원군","4278000000",2015,"g2o15",33561,0.687739502858665
"강원도 철원군","4278000000",2015,"g3o65",9060,0.185659542203734
"강원도 철원군","4278000000",2016,"g1u14",5934,0.123591527294691
"강원도 철원군","4278000000",2016,"g2o15",32967,0.686626538645783
"강원도 철원군","4278000000",2016,"g3o65",9112,0.189781934059526
"강원도 철원군","4278000000",2017,"g1u14",5626,0.119232807036134
"강원도 철원군","4278000000",2017,"g2o15",32295,0.684433612376815
"강원도 철원군","4278000000",2017,"g3o65",9264,0.196333580587051
"강원도 철원군","4278000000",2018,"g1u14",5431,0.117014629521901
"강원도 철원군","4278000000",2018,"g2o15",31518,0.679076982741904
"강원도 철원군","4278000000",2018,"g3o65",9464,0.203908387736195
"강원도 철원군","4278000000",2019,"g1u14",5276,0.115742365742366
"강원도 철원군","4278000000",2019,"g2o15",30478,0.668611793611794
"강원도 철원군","4278000000",2019,"g3o65",9830,0.215645840645841
"강원도 화천군","4279000000",2008,"g1u14",3940,0.163417669017005
"강원도 화천군","4279000000",2008,"g2o15",16048,0.665615927001244
"강원도 화천군","4279000000",2008,"g3o65",4122,0.17096640398175
"강원도 화천군","4279000000",2009,"g1u14",3790,0.156508093822266
"강원도 화천군","4279000000",2009,"g2o15",16188,0.668483647175421
"강원도 화천군","4279000000",2009,"g3o65",4238,0.175008259002313
"강원도 화천군","4279000000",2010,"g1u14",3663,0.150344770973568
"강원도 화천군","4279000000",2010,"g2o15",16295,0.668814644557544
"강원도 화천군","4279000000",2010,"g3o65",4406,0.180840584468889
"강원도 화천군","4279000000",2011,"g1u14",3679,0.147484465824815
"강원도 화천군","4279000000",2011,"g2o15",16756,0.671717779114051
"강원도 화천군","4279000000",2011,"g3o65",4510,0.180797755061134
"강원도 화천군","4279000000",2012,"g1u14",3611,0.144324540367706
"강원도 화천군","4279000000",2012,"g2o15",16806,0.671702637889688
"강원도 화천군","4279000000",2012,"g3o65",4603,0.183972821742606
"강원도 화천군","4279000000",2013,"g1u14",3565,0.142150803461063
"강원도 화천군","4279000000",2013,"g2o15",16846,0.671717373101001
"강원도 화천군","4279000000",2013,"g3o65",4668,0.186131823437936
"강원도 화천군","4279000000",2014,"g1u14",3487,0.128467744906606
"강원도 화천군","4279000000",2014,"g2o15",18865,0.695022657775485
"강원도 화천군","4279000000",2014,"g3o65",4791,0.176509597317909
"강원도 화천군","4279000000",2015,"g1u14",3315,0.122686898593634
"강원도 화천군","4279000000",2015,"g2o15",18884,0.698889711324944
"강원도 화천군","4279000000",2015,"g3o65",4821,0.178423390081421
"강원도 화천군","4279000000",2016,"g1u14",3168,0.120621382881511
"강원도 화천군","4279000000",2016,"g2o15",18290,0.696390496497106
"강원도 화천군","4279000000",2016,"g3o65",4806,0.182988120621383
"강원도 화천군","4279000000",2017,"g1u14",3062,0.117669664130351
"강원도 화천군","4279000000",2017,"g2o15",18014,0.692260395050342
"강원도 화천군","4279000000",2017,"g3o65",4946,0.190069940819307
"강원도 화천군","4279000000",2018,"g1u14",2851,0.113658108754585
"강원도 화천군","4279000000",2018,"g2o15",17169,0.684460213682028
"강원도 화천군","4279000000",2018,"g3o65",5064,0.201881677563387
"강원도 화천군","4279000000",2019,"g1u14",2749,0.110326283260425
"강원도 화천군","4279000000",2019,"g2o15",16849,0.676205000601999
"강원도 화천군","4279000000",2019,"g3o65",5319,0.213468716137577
"강원도 양구군","4280000000",2008,"g1u14",3534,0.165892127869314
"강원도 양구군","4280000000",2008,"g2o15",14254,0.669107637421959
"강원도 양구군","4280000000",2008,"g3o65",3515,0.165000234708726
"강원도 양구군","4280000000",2009,"g1u14",3439,0.161281245603339
"강원도 양구군","4280000000",2009,"g2o15",14218,0.666791727242883
"강원도 양구군","4280000000",2009,"g3o65",3666,0.171927027153778
"강원도 양구군","4280000000",2010,"g1u14",3332,0.152543148834867
"강원도 양구군","4280000000",2010,"g2o15",14755,0.675502449297258
"강원도 양구군","4280000000",2010,"g3o65",3756,0.171954401867875
"강원도 양구군","4280000000",2011,"g1u14",3273,0.146870091990128
"강원도 양구군","4280000000",2011,"g2o15",15210,0.682521875701144
"강원도 양구군","4280000000",2011,"g3o65",3802,0.170608032308728
"강원도 양구군","4280000000",2012,"g1u14",3276,0.143690512741787
"강원도 양구군","4280000000",2012,"g2o15",15636,0.685819553489188
"강원도 양구군","4280000000",2012,"g3o65",3887,0.170489933769025
"강원도 양구군","4280000000",2013,"g1u14",3279,0.138976010850216
"강원도 양구군","4280000000",2013,"g2o15",16306,0.69110790879037
"강원도 양구군","4280000000",2013,"g3o65",4009,0.169916080359413
"강원도 양구군","4280000000",2014,"g1u14",3255,0.136260884125921
"강원도 양구군","4280000000",2014,"g2o15",16582,0.694156061620897
"강원도 양구군","4280000000",2014,"g3o65",4051,0.169583054253182
"강원도 양구군","4280000000",2015,"g1u14",3133,0.130059363194819
"강원도 양구군","4280000000",2015,"g2o15",16874,0.700485698866703
"강원도 양구군","4280000000",2015,"g3o65",4082,0.169454937938478
"강원도 양구군","4280000000",2016,"g1u14",3020,0.125780924614744
"강원도 양구군","4280000000",2016,"g2o15",16882,0.703123698458975
"강원도 양구군","4280000000",2016,"g3o65",4108,0.171095376926281
"강원도 양구군","4280000000",2017,"g1u14",2948,0.123683658485421
"강원도 양구군","4280000000",2017,"g2o15",16628,0.697629536396056
"강원도 양구군","4280000000",2017,"g3o65",4259,0.178686805118523
"강원도 양구군","4280000000",2018,"g1u14",2880,0.123034859876965
"강원도 양구군","4280000000",2018,"g2o15",16204,0.692241968557758
"강원도 양구군","4280000000",2018,"g3o65",4324,0.184723171565277
"강원도 양구군","4280000000",2019,"g1u14",2753,0.120936566508522
"강원도 양구군","4280000000",2019,"g2o15",15518,0.681690388332455
"강원도 양구군","4280000000",2019,"g3o65",4493,0.197373045159023
"강원도 인제군","4281000000",2008,"g1u14",5410,0.171094244149273
"강원도 인제군","4281000000",2008,"g2o15",21349,0.67517394054396
"강원도 인제군","4281000000",2008,"g3o65",4861,0.153731815306768
"강원도 인제군","4281000000",2009,"g1u14",5191,0.165045148162279
"강원도 인제군","4281000000",2009,"g2o15",21265,0.676109627368689
"강원도 인제군","4281000000",2009,"g3o65",4996,0.158845224469032
"강원도 인제군","4281000000",2010,"g1u14",5052,0.158658375730168
"강원도 인제군","4281000000",2010,"g2o15",21683,0.680955970102381
"강원도 인제군","4281000000",2010,"g3o65",5107,0.160385654167452
"강원도 인제군","4281000000",2011,"g1u14",4784,0.149640287769784
"강원도 인제군","4281000000",2011,"g2o15",21974,0.68733187363153
"강원도 인제군","4281000000",2011,"g3o65",5212,0.163027838598686
"강원도 인제군","4281000000",2012,"g1u14",4748,0.146290362336702
"강원도 인제군","4281000000",2012,"g2o15",22312,0.687453783583929
"강원도 인제군","4281000000",2012,"g3o65",5396,0.166255854079369
"강원도 인제군","4281000000",2013,"g1u14",4634,0.142510071654827
"강원도 인제군","4281000000",2013,"g2o15",22411,0.689208721591783
"강원도 인제군","4281000000",2013,"g3o65",5472,0.168281206753391
"강원도 인제군","4281000000",2014,"g1u14",4491,0.138290993071594
"강원도 인제군","4281000000",2014,"g2o15",22447,0.691208622016936
"강원도 인제군","4281000000",2014,"g3o65",5537,0.17050038491147
"강원도 인제군","4281000000",2015,"g1u14",4361,0.13113817471057
"강원도 인제군","4281000000",2015,"g2o15",23321,0.701278003307773
"강원도 인제군","4281000000",2015,"g3o65",5573,0.167583821981657
"강원도 인제군","4281000000",2016,"g1u14",4211,0.12869804400978
"강원도 인제군","4281000000",2016,"g2o15",22907,0.700091687041565
"강원도 인제군","4281000000",2016,"g3o65",5602,0.171210268948655
"강원도 인제군","4281000000",2017,"g1u14",4131,0.126787796943097
"강원도 인제군","4281000000",2017,"g2o15",22592,0.693388987784666
"강원도 인제군","4281000000",2017,"g3o65",5859,0.179823215272236
"강원도 인제군","4281000000",2018,"g1u14",3947,0.122821757530495
"강원도 인제군","4281000000",2018,"g2o15",22175,0.690036096589495
"강원도 인제군","4281000000",2018,"g3o65",6014,0.18714214588001
"강원도 인제군","4281000000",2019,"g1u14",3749,0.118369537762061
"강원도 인제군","4281000000",2019,"g2o15",21729,0.686063399848447
"강원도 인제군","4281000000",2019,"g3o65",6194,0.195567062389492
"강원도 고성군","4282000000",2008,"g1u14",3849,0.127568606655177
"강원도 고성군","4282000000",2008,"g2o15",20450,0.677780723849927
"강원도 고성군","4282000000",2008,"g3o65",5873,0.194650669494896
"강원도 고성군","4282000000",2009,"g1u14",3642,0.120309196617336
"강원도 고성군","4282000000",2009,"g2o15",20565,0.679340644820296
"강원도 고성군","4282000000",2009,"g3o65",6065,0.200350158562368
"강원도 고성군","4282000000",2010,"g1u14",3316,0.110122210414453
"강원도 고성군","4282000000",2010,"g2o15",20550,0.682452178533475
"강원도 고성군","4282000000",2010,"g3o65",6246,0.207425611052072
"강원도 고성군","4282000000",2011,"g1u14",3193,0.106231493495692
"강원도 고성군","4282000000",2011,"g2o15",20418,0.679309312306617
"강원도 고성군","4282000000",2011,"g3o65",6446,0.214459194197691
"강원도 고성군","4282000000",2012,"g1u14",3073,0.102011685035188
"강원도 고성군","4282000000",2012,"g2o15",20451,0.678893905191874
"강원도 고성군","4282000000",2012,"g3o65",6600,0.219094409772939
"강원도 고성군","4282000000",2013,"g1u14",2848,0.0936903743667346
"강원도 고성군","4282000000",2013,"g2o15",20789,0.683893677215606
"강원도 고성군","4282000000",2013,"g3o65",6761,0.222415948417659
"강원도 고성군","4282000000",2014,"g1u14",2715,0.0896957283028841
"강원도 고성군","4282000000",2014,"g2o15",20666,0.682744722323169
"강원도 고성군","4282000000",2014,"g3o65",6888,0.227559549373947
"강원도 고성군","4282000000",2015,"g1u14",2591,0.0861942781104458
"강원도 고성군","4282000000",2015,"g2o15",20473,0.68107119095143
"강원도 고성군","4282000000",2015,"g3o65",6996,0.232734530938124
"강원도 고성군","4282000000",2016,"g1u14",2487,0.0825861725443315
"강원도 고성군","4282000000",2016,"g2o15",20476,0.67994952513781
"강원도 고성군","4282000000",2016,"g3o65",7151,0.237464302317859
"강원도 고성군","4282000000",2017,"g1u14",2415,0.080422258483466
"강원도 고성군","4282000000",2017,"g2o15",20314,0.676479403243531
"강원도 고성군","4282000000",2017,"g3o65",7300,0.243098338273003
"강원도 고성군","4282000000",2018,"g1u14",2148,0.0763217737350767
"강원도 고성군","4282000000",2018,"g2o15",18580,0.66017623649801
"강원도 고성군","4282000000",2018,"g3o65",7416,0.263501989766913
"강원도 고성군","4282000000",2019,"g1u14",2101,0.077072633895818
"강원도 고성군","4282000000",2019,"g2o15",17500,0.641966250917095
"강원도 고성군","4282000000",2019,"g3o65",7659,0.280961115187087
"강원도 양양군","4283000000",2008,"g1u14",3569,0.126942913035746
"강원도 양양군","4283000000",2008,"g2o15",19006,0.676009247732527
"강원도 양양군","4283000000",2008,"g3o65",5540,0.197047839231727
"강원도 양양군","4283000000",2009,"g1u14",3470,0.124119183031083
"강원도 양양군","4283000000",2009,"g2o15",18757,0.670923203491076
"강원도 양양군","4283000000",2009,"g3o65",5730,0.204957613477841
"강원도 양양군","4283000000",2010,"g1u14",3360,0.120305059257403
"강원도 양양군","4283000000",2010,"g2o15",18629,0.667012782412546
"강원도 양양군","4283000000",2010,"g3o65",5940,0.212682158330051
"강원도 양양군","4283000000",2011,"g1u14",3252,0.116383938157612
"강원도 양양군","4283000000",2011,"g2o15",18546,0.663732016319519
"강원도 양양군","4283000000",2011,"g3o65",6144,0.219884045522869
"강원도 양양군","4283000000",2012,"g1u14",3060,0.110064024170923
"강원도 양양군","4283000000",2012,"g2o15",18355,0.660204301848788
"강원도 양양군","4283000000",2012,"g3o65",6387,0.229731673980289
"강원도 양양군","4283000000",2013,"g1u14",2879,0.104089084927148
"강원도 양양군","4283000000",2013,"g2o15",18195,0.657832893452402
"강원도 양양군","4283000000",2013,"g3o65",6585,0.238078021620449
"강원도 양양군","4283000000",2014,"g1u14",2742,0.099633007521529
"강원도 양양군","4283000000",2014,"g2o15",18015,0.654591039569783
"강원도 양양군","4283000000",2014,"g3o65",6764,0.245775952908688
"강원도 양양군","4283000000",2015,"g1u14",2593,0.0943629680847192
"강원도 양양군","4283000000",2015,"g2o15",17964,0.653735579897376
"강원도 양양군","4283000000",2015,"g3o65",6922,0.251901452017905
"강원도 양양군","4283000000",2016,"g1u14",2411,0.088581086045999
"강원도 양양군","4283000000",2016,"g2o15",17826,0.654934234697627
"강원도 양양군","4283000000",2016,"g3o65",6981,0.256484679256374
"강원도 양양군","4283000000",2017,"g1u14",2330,0.0856397250707538
"강원도 양양군","4283000000",2017,"g2o15",17563,0.645532399750064
"강원도 양양군","4283000000",2017,"g3o65",7314,0.268827875179182
"강원도 양양군","4283000000",2018,"g1u14",2225,0.0813617581453176
"강원도 양양군","4283000000",2018,"g2o15",17566,0.642337367901415
"강원도 양양군","4283000000",2018,"g3o65",7556,0.276300873953267
"강원도 양양군","4283000000",2019,"g1u14",2230,0.0804299213734401
"강원도 양양군","4283000000",2019,"g2o15",17551,0.633015941715357
"강원도 양양군","4283000000",2019,"g3o65",7945,0.286554136911202
